mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.7342014312744141,0.02471004274759161,0.002042849858601888,0.0013336883473290713,1.0,5,4,2,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 1.0}",,,,,,1
0.5931759675343832,0.19022619014904124,0.00045530001322428387,0.0002863202545193539,0.6,10,4,5,1.0,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 1.0}",,,,,,1
